support_id,customer_id,support_tickets,unresolved_tickets,avg_resolution_hours,satisfaction_score,nps_score
97744,17744,1,0,26.1,8.8,75
97745,17745,1,0,28.3,9.5,81
97746,17746,4,2,2.0,4.0,-3
97747,17747,3,0,2.0,6.0,33
97748,17748,2,0,64.7,8.0,54
97749,17749,0,0,21.7,9.3,91
97750,17750,2,1,21.9,6.8,46
97751,17751,2,1,18.8,7.4,49
97752,17752,4,0,20.1,6.0,26
97753,17753,0,0,48.4,6.8,43
97754,17754,0,0,21.3,7.9,41
97755,17755,0,0,31.8,8.1,54
97756,17756,0,0,10.6,6.7,28
97757,17757,4,2,56.8,6.4,19
97758,17758,3,0,22.5,8.7,70
97759,17759,5,2,35.3,6.6,28
97760,17760,7,0,55.7,5.7,26
97761,17761,4,0,36.6,8.8,60
97762,17762,3,1,41.5,9.1,71
97763,17763,2,0,38.9,7.1,26
97764,17764,5,0,35.3,7.4,59
97765,17765,4,1,31.6,5.1,-3
97766,17766,2,0,20.0,6.0,8
97767,17767,0,0,14.5,8.0,57
97768,17768,2,2,18.2,6.8,33
97769,17769,2,0,26.5,6.7,24
97770,17770,3,0,24.1,7.7,30
97771,17771,3,0,18.5,7.4,53
97772,17772,1,1,22.2,6.9,17
97773,17773,1,0,37.6,6.5,11
97774,17774,3,1,33.1,6.2,30
97775,17775,2,1,20.8,4.9,-7
97776,17776,1,0,13.1,8.0,61
97777,17777,1,1,38.7,7.3,69
97778,17778,0,0,42.5,7.7,44
97779,17779,3,2,16.9,7.1,51
97780,17780,1,1,13.3,7.2,47
97781,17781,2,1,42.2,6.4,25
97782,17782,1,0,75.9,7.1,45
97783,17783,1,0,37.8,6.8,58
97784,17784,5,2,23.9,5.7,23
97785,17785,3,0,14.6,6.1,25
97786,17786,2,0,18.6,6.7,41
97787,17787,1,0,17.3,8.4,54
97788,17788,4,0,34.0,6.9,44
97789,17789,2,1,25.2,7.3,52
97790,17790,2,0,11.3,6.6,39
97791,17791,1,0,45.6,8.0,72
97792,17792,3,1,42.9,7.4,11
97793,17793,5,1,2.0,5.0,33
97794,17794,4,1,18.8,6.3,34
97795,17795,4,1,3.7,6.8,27
97796,17796,2,0,19.1,5.6,12
97797,17797,5,2,27.2,5.5,28
97798,17798,6,4,43.4,5.1,-4
97799,17799,3,1,28.2,8.3,66
97800,17800,2,0,15.4,6.4,29
97801,17801,3,2,20.3,6.4,16
97802,17802,2,0,13.5,8.8,71
97803,17803,0,0,30.7,7.7,52
97804,17804,1,0,28.0,7.3,50
97805,17805,3,1,53.3,7.2,44
97806,17806,1,0,28.8,6.9,41
97807,17807,0,0,13.2,7.6,60
97808,17808,1,1,42.7,6.3,22
97809,17809,4,1,38.2,6.8,19
97810,17810,5,2,50.7,5.9,11
97811,17811,2,0,47.1,8.2,52
97812,17812,5,1,50.7,8.3,52
97813,17813,0,0,35.7,8.4,71
97814,17814,3,1,40.2,5.4,7
97815,17815,2,1,2.0,6.0,25
97816,17816,1,0,5.5,6.8,37
97817,17817,1,0,30.2,8.6,67
97818,17818,1,0,19.4,6.3,27
97819,17819,1,0,36.8,7.3,30
97820,17820,3,1,25.7,8.3,51
97821,17821,1,1,25.3,7.3,35
97822,17822,2,0,33.3,7.9,67
97823,17823,2,1,5.1,6.5,29
97824,17824,1,1,26.7,6.7,45
97825,17825,1,0,34.1,9.0,68
97826,17826,3,2,20.4,6.2,30
97827,17827,6,1,43.9,6.6,5
97828,17828,1,0,49.2,8.3,61
97829,17829,1,0,13.2,7.0,43
97830,17830,3,0,37.9,7.4,50
97831,17831,0,0,28.1,8.8,55
97832,17832,3,0,2.0,7.6,25
97833,17833,2,0,17.4,8.6,72
97834,17834,7,3,12.4,3.4,-37
97835,17835,1,0,32.7,8.4,48
97836,17836,4,1,39.5,5.7,14
97837,17837,3,1,25.2,6.6,38
97838,17838,2,1,14.6,5.7,15
97839,17839,2,0,30.4,8.8,79
97840,17840,2,1,2.0,7.4,57
97841,17841,1,0,6.9,7.1,29
97842,17842,1,1,18.9,7.5,49
97843,17843,6,3,2.0,5.3,10
97844,17844,3,2,33.5,6.0,32
97845,17845,2,0,35.6,8.1,73
97846,17846,2,2,7.9,6.1,14
97847,17847,3,0,2.0,8.8,92
97848,17848,5,2,12.6,7.6,41
97849,17849,3,1,27.6,5.9,17
97850,17850,0,0,25.7,9.4,93
97851,17851,6,3,10.9,5.5,17
97852,17852,3,1,17.3,6.3,24
97853,17853,2,0,2.0,6.8,38
97854,17854,2,1,26.5,6.3,20
97855,17855,3,0,20.2,7.1,17
97856,17856,3,0,9.5,7.1,32
97857,17857,3,2,36.9,6.5,52
97858,17858,2,0,2.0,7.5,39
97859,17859,6,3,4.6,4.0,3
97860,17860,3,1,5.2,6.5,42
97861,17861,4,1,36.1,5.4,-3
97862,17862,4,1,13.6,5.6,10
97863,17863,4,1,47.6,7.2,39
97864,17864,2,1,52.4,6.8,36
97865,17865,2,0,44.8,8.2,57
97866,17866,1,0,2.0,8.6,71
97867,17867,3,3,33.7,7.0,6
97868,17868,2,0,2.0,6.2,5
97869,17869,2,0,14.9,10.0,84
97870,17870,1,0,48.2,7.5,35
97871,17871,1,1,43.2,8.8,75
97872,17872,4,1,6.3,5.2,32
97873,17873,3,0,25.2,7.9,48
97874,17874,0,0,41.4,7.5,44
97875,17875,2,0,53.6,7.3,36
97876,17876,1,0,24.0,8.6,56
97877,17877,2,2,20.1,9.2,69
97878,17878,3,0,2.0,8.3,47
97879,17879,1,0,48.2,7.3,48
97880,17880,0,0,42.8,8.1,54
97881,17881,0,0,52.5,7.7,51
97882,17882,2,0,17.6,7.5,28
97883,17883,3,1,9.5,7.4,36
97884,17884,4,2,3.5,8.1,54
97885,17885,4,0,22.2,7.4,45
97886,17886,3,1,55.2,7.2,35
97887,17887,2,0,58.6,9.2,85
97888,17888,5,1,2.0,7.0,38
97889,17889,1,0,18.9,8.1,64
97890,17890,5,2,53.5,4.6,7
97891,17891,4,1,39.4,7.9,69
97892,17892,2,1,2.5,6.0,0
97893,17893,3,0,25.1,6.8,38
97894,17894,3,0,15.8,6.8,19
97895,17895,3,0,24.5,8.6,63
97896,17896,3,1,12.2,5.6,-5
97897,17897,4,2,31.7,5.7,4
97898,17898,0,0,18.3,8.6,57
97899,17899,0,0,42.0,7.3,57
97900,17900,3,2,7.9,6.5,27
97901,17901,3,0,11.8,6.9,22
97902,17902,4,1,13.6,5.9,20
97903,17903,2,1,61.1,8.3,57
97904,17904,0,0,56.8,6.9,38
97905,17905,4,1,22.7,6.3,19
97906,17906,2,1,33.3,7.9,72
97907,17907,1,0,28.3,6.2,7
97908,17908,5,2,12.6,4.9,-2
97909,17909,2,0,28.1,7.7,48
97910,17910,3,0,6.4,8.2,61
97911,17911,5,1,22.0,6.1,20
97912,17912,1,0,21.8,7.8,68
97913,17913,2,1,17.9,5.6,13
97914,17914,1,0,14.6,5.8,18
97915,17915,2,1,26.3,8.2,62
97916,17916,3,2,2.0,3.7,-37
97917,17917,2,0,26.0,8.1,59
97918,17918,3,1,53.5,6.9,48
97919,17919,4,1,21.2,6.6,50
97920,17920,0,0,7.2,8.2,66
97921,17921,2,1,11.9,6.0,51
97922,17922,4,0,22.1,6.7,34
97923,17923,1,1,46.1,7.6,41
97924,17924,2,0,44.0,6.3,26
97925,17925,2,0,54.8,6.8,41
97926,17926,3,0,29.6,6.9,52
97927,17927,3,0,42.7,8.6,71
97928,17928,6,4,37.7,3.8,4
97929,17929,2,2,29.7,7.4,42
97930,17930,4,0,13.0,6.3,34
97931,17931,6,2,5.3,4.6,-12
97932,17932,3,1,38.7,5.4,6
97933,17933,2,0,25.6,8.7,78
97934,17934,1,1,2.0,5.2,10
97935,17935,1,0,26.4,8.8,52
97936,17936,2,0,5.2,6.3,17
97937,17937,2,1,2.0,6.5,50
97938,17938,2,0,27.7,7.2,42
97939,17939,4,1,12.5,5.9,12
97940,17940,4,0,17.7,7.6,67
97941,17941,0,0,30.8,9.0,48
97942,17942,5,0,37.1,6.5,23
97943,17943,1,0,35.1,7.7,69
97944,17944,6,1,6.3,4.3,6
97945,17945,2,0,2.3,6.8,60
97946,17946,4,0,26.7,5.9,11
97947,17947,2,1,11.1,7.5,44
97948,17948,5,3,30.3,6.7,19
97949,17949,0,0,24.2,8.9,57
97950,17950,3,1,9.9,5.1,13
97951,17951,1,0,22.4,7.4,53
97952,17952,2,2,32.1,7.4,45
97953,17953,2,0,16.8,10.0,83
97954,17954,2,1,44.7,7.2,69
97955,17955,1,0,48.0,8.0,51
97956,17956,3,1,10.5,5.8,6
97957,17957,0,0,2.0,6.7,29
97958,17958,2,0,24.5,6.9,44
97959,17959,1,0,27.2,9.6,92
97960,17960,3,1,11.3,6.8,22
97961,17961,2,0,12.3,7.0,30
97962,17962,2,0,54.8,6.8,33
97963,17963,2,0,17.1,7.4,63
97964,17964,2,1,2.4,8.4,36
97965,17965,5,3,12.5,4.8,10
97966,17966,3,2,13.3,6.1,40
97967,17967,1,0,11.1,5.8,1
97968,17968,4,0,27.1,7.8,64
97969,17969,2,2,15.6,6.2,29
97970,17970,1,0,2.0,7.8,58
97971,17971,1,0,24.9,7.2,28
97972,17972,10,3,29.2,6.3,26
97973,17973,5,2,2.0,6.7,42
97974,17974,1,1,36.7,9.1,72
97975,17975,5,0,25.8,5.6,16
97976,17976,2,2,27.7,6.3,2
97977,17977,1,1,16.6,9.3,64
97978,17978,5,0,57.7,4.9,11
97979,17979,2,0,32.0,6.7,37
97980,17980,3,2,19.0,7.5,23
97981,17981,4,2,41.4,5.0,10
97982,17982,3,1,22.2,6.3,28
97983,17983,1,0,6.4,9.8,82
97984,17984,2,0,32.0,7.1,51
97985,17985,3,1,36.4,5.7,35
97986,17986,3,0,19.8,6.7,35
97987,17987,2,1,14.9,6.1,12
97988,17988,1,1,49.5,9.1,50
97989,17989,4,2,12.7,7.8,71
97990,17990,0,0,37.6,7.7,47
97991,17991,7,3,19.2,4.3,-13
97992,17992,6,3,28.8,4.4,-6
97993,17993,1,0,43.5,8.9,70
97994,17994,1,1,2.0,8.1,52
97995,17995,1,0,31.8,8.2,70
97996,17996,3,2,52.6,6.4,22
97997,17997,5,3,28.7,3.6,6
97998,17998,2,1,2.1,8.7,70
97999,17999,5,0,16.9,7.4,46
98000,18000,1,0,22.4,7.4,36
98001,18001,5,2,9.1,5.8,16
98002,18002,3,1,2.0,5.8,11
98003,18003,3,0,31.1,6.4,17
98004,18004,4,1,19.8,4.7,3
98005,18005,2,1,17.2,6.0,19
98006,18006,4,2,2.0,4.7,-2
98007,18007,2,0,12.7,9.0,56
98008,18008,2,1,5.4,7.2,58
98009,18009,1,1,2.0,7.5,31
98010,18010,1,0,26.3,8.4,70
98011,18011,4,2,30.3,5.0,-9
98012,18012,2,1,8.4,6.6,23
98013,18013,1,0,39.6,7.3,32
98014,18014,4,1,30.6,5.9,19
98015,18015,2,0,4.4,7.7,54
98016,18016,4,1,24.7,6.3,17
98017,18017,4,0,40.5,6.3,14
98018,18018,3,1,23.4,7.4,30
98019,18019,2,0,29.1,7.2,55
98020,18020,2,0,19.6,9.0,55
98021,18021,3,0,9.8,7.0,34
98022,18022,1,0,41.1,7.4,11
98023,18023,3,1,44.3,6.0,37
98024,18024,0,0,25.8,10.0,60
98025,18025,3,1,2.0,6.1,21
98026,18026,2,1,35.3,6.4,32
98027,18027,0,0,42.2,6.8,26
98028,18028,0,0,18.4,7.2,46
98029,18029,4,0,10.2,5.9,30
98030,18030,1,0,28.8,9.2,77
98031,18031,2,0,18.6,6.3,20
98032,18032,1,0,27.2,6.1,27
98033,18033,1,0,9.0,8.0,62
98034,18034,4,1,35.6,4.8,18
98035,18035,1,0,2.9,7.9,44
98036,18036,4,1,11.9,4.4,2
98037,18037,1,1,54.3,7.9,34
98038,18038,1,0,33.8,7.0,15
98039,18039,3,3,18.7,7.4,42
98040,18040,3,0,21.0,7.6,44
98041,18041,1,1,37.3,4.8,16
98042,18042,4,1,31.7,7.8,61
98043,18043,1,0,34.8,8.2,45
98044,18044,1,1,37.1,8.8,84
98045,18045,1,0,2.0,9.5,76
98046,18046,4,1,18.8,6.6,25
98047,18047,1,0,36.6,7.4,45
98048,18048,1,0,31.7,9.8,74
98049,18049,7,2,37.6,3.0,-32
98050,18050,1,0,33.5,9.5,96
98051,18051,4,1,35.9,6.7,38
98052,18052,4,1,34.1,8.4,92
98053,18053,2,1,23.8,7.5,45
98054,18054,3,0,40.6,5.6,16
98055,18055,3,0,2.0,6.7,35
98056,18056,1,1,24.9,7.6,44
98057,18057,0,0,34.5,8.9,74
98058,18058,4,0,33.5,6.7,45
98059,18059,4,0,13.6,7.4,50
98060,18060,2,0,2.0,8.1,47
98061,18061,0,0,37.1,7.7,31
98062,18062,1,0,3.5,8.4,50
98063,18063,3,0,30.3,7.7,50
98064,18064,4,1,7.1,7.2,41
98065,18065,2,0,16.8,7.1,29
98066,18066,2,1,39.9,6.2,31
98067,18067,2,1,12.8,6.2,54
98068,18068,4,0,6.4,8.3,63
98069,18069,5,1,46.8,6.3,21
98070,18070,0,0,32.7,7.0,71
98071,18071,1,0,19.6,6.6,29
98072,18072,1,1,22.2,7.6,65
98073,18073,2,0,22.0,6.9,51
98074,18074,3,1,29.8,8.1,43
98075,18075,1,0,3.7,7.7,59
98076,18076,2,0,44.0,8.0,36
98077,18077,0,0,16.4,6.6,19
98078,18078,2,1,23.3,9.4,69
98079,18079,5,1,10.5,6.1,28
98080,18080,1,0,35.1,8.5,48
98081,18081,2,1,22.3,6.6,23
98082,18082,2,1,49.7,5.7,24
98083,18083,2,1,28.4,6.8,48
98084,18084,3,0,35.2,7.6,35
98085,18085,1,0,30.0,7.1,36
98086,18086,5,0,63.5,6.0,28
98087,18087,7,1,17.9,5.7,11
98088,18088,5,1,25.5,4.3,-5
98089,18089,3,0,25.6,6.1,15
98090,18090,5,1,40.1,8.6,66
98091,18091,0,0,32.0,8.3,75
98092,18092,2,0,29.8,6.8,19
98093,18093,4,1,22.3,7.3,59
98094,18094,3,2,57.9,7.4,53
98095,18095,2,1,27.1,6.9,38
98096,18096,3,0,15.9,6.9,41
98097,18097,3,0,15.6,6.8,42
98098,18098,2,1,15.3,8.1,67
98099,18099,4,1,10.4,7.0,30
98100,18100,2,0,12.4,7.3,43
98101,18101,4,0,16.6,8.2,67
98102,18102,1,0,10.0,6.9,30
98103,18103,3,1,22.1,6.8,16
98104,18104,3,2,37.0,7.4,68
98105,18105,2,0,29.8,8.0,17
98106,18106,3,0,30.0,6.8,35
98107,18107,2,0,16.6,7.6,46
98108,18108,1,0,15.2,8.0,62
98109,18109,2,1,10.7,7.3,40
98110,18110,6,2,20.1,4.7,-13
98111,18111,0,0,21.0,8.3,48
98112,18112,1,1,9.3,6.3,32
98113,18113,6,1,5.9,5.1,-20
98114,18114,1,0,3.1,8.1,65
98115,18115,0,0,41.1,6.9,11
98116,18116,4,0,27.1,5.4,6
98117,18117,6,3,14.4,6.0,13
98118,18118,0,0,25.5,6.2,21
98119,18119,6,0,16.1,5.3,4
98120,18120,2,1,31.0,5.2,-4
98121,18121,2,0,19.2,6.9,32
98122,18122,3,0,13.4,7.7,64
98123,18123,4,2,22.9,5.4,-3
98124,18124,1,0,5.5,8.7,64
98125,18125,4,2,40.0,4.3,-25
98126,18126,2,0,2.0,7.9,53
98127,18127,2,0,37.9,8.1,51
98128,18128,5,0,13.3,7.5,55
98129,18129,2,1,40.3,7.4,46
98130,18130,5,2,13.7,5.6,0
98131,18131,2,1,2.0,5.7,1
98132,18132,5,3,23.4,5.7,6
98133,18133,5,2,60.9,6.1,2
98134,18134,4,1,46.5,5.7,33
98135,18135,6,3,45.7,6.2,39
98136,18136,3,0,41.7,6.5,42
98137,18137,2,0,2.0,9.0,66
98138,18138,1,0,18.3,7.4,46
98139,18139,1,0,30.2,8.8,78
98140,18140,4,0,7.7,8.2,64
98141,18141,3,1,39.4,5.3,-15
98142,18142,5,2,24.6,6.5,25
98143,18143,3,1,34.3,6.3,20
98144,18144,3,2,43.0,5.2,11
98145,18145,1,0,31.4,8.3,63
98146,18146,3,2,6.0,6.9,40
98147,18147,2,1,2.0,7.3,41
98148,18148,1,0,8.4,8.4,56
98149,18149,3,0,6.2,5.5,5
98150,18150,3,1,23.1,7.6,33
98151,18151,3,0,5.9,8.1,54
98152,18152,2,0,4.0,7.8,47
98153,18153,1,1,39.1,7.6,42
98154,18154,4,2,6.4,6.3,23
98155,18155,4,0,15.6,7.3,26
98156,18156,3,1,21.6,6.2,44
98157,18157,0,0,25.3,7.1,31
98158,18158,1,0,31.7,8.4,89
98159,18159,3,0,13.8,8.8,65
98160,18160,4,0,2.0,8.8,73
98161,18161,1,0,20.7,7.2,66
98162,18162,2,1,10.7,9.7,100
98163,18163,4,0,51.4,8.8,73
98164,18164,3,0,70.5,7.4,39
98165,18165,5,1,3.2,5.1,7
98166,18166,3,1,23.6,6.8,40
98167,18167,5,1,14.8,5.7,2
98168,18168,3,0,10.8,6.7,6
98169,18169,3,0,33.6,7.1,20
98170,18170,2,0,38.5,6.4,28
98171,18171,2,0,35.8,8.7,66
98172,18172,1,0,39.8,9.5,100
98173,18173,4,1,27.0,6.8,31
98174,18174,2,1,7.4,8.0,59
98175,18175,0,0,37.5,7.9,56
98176,18176,4,1,19.7,5.6,-2
98177,18177,3,2,24.1,6.0,6
98178,18178,1,1,41.5,6.3,40
98179,18179,3,1,3.1,6.9,19
98180,18180,4,1,38.9,6.2,14
98181,18181,0,0,16.5,9.5,68
98182,18182,4,1,49.8,5.8,-13
98183,18183,1,0,28.7,9.7,91
98184,18184,6,1,33.6,5.6,25
98185,18185,6,1,13.7,5.1,1
98186,18186,2,2,8.8,6.2,34
98187,18187,3,0,68.6,8.5,59
98188,18188,3,0,2.0,7.6,61
98189,18189,3,1,9.1,6.6,51
98190,18190,5,0,21.5,8.5,75
98191,18191,3,1,35.2,6.5,24
98192,18192,0,0,20.4,8.2,41
98193,18193,0,0,10.9,6.9,35
98194,18194,3,1,19.0,5.9,23
98195,18195,3,1,30.1,6.9,23
98196,18196,4,2,59.9,6.3,22
98197,18197,2,2,25.0,7.5,49
98198,18198,5,1,47.3,6.1,21
98199,18199,4,0,5.8,5.6,27
98200,18200,0,0,28.7,7.4,40
98201,18201,0,0,33.9,9.7,72
98202,18202,0,0,30.2,9.7,99
98203,18203,0,0,22.5,8.4,73
98204,18204,1,0,42.9,7.3,32
98205,18205,3,0,25.4,7.6,46
98206,18206,3,0,15.2,6.7,15
98207,18207,4,2,2.0,8.2,77
98208,18208,4,1,35.5,6.8,24
98209,18209,1,0,15.0,7.3,46
98210,18210,4,1,20.7,7.1,45
98211,18211,2,2,5.8,6.9,15
98212,18212,2,0,41.6,7.8,45
98213,18213,0,0,31.1,7.9,26
98214,18214,3,0,14.2,8.1,32
98215,18215,2,1,26.3,8.2,35
98216,18216,4,0,23.8,6.4,18
98217,18217,1,0,37.9,7.7,48
98218,18218,3,1,17.6,7.4,42
98219,18219,1,1,10.0,5.4,7
98220,18220,3,2,27.3,5.6,11
98221,18221,1,0,19.7,7.8,34
98222,18222,3,1,17.3,6.4,28
98223,18223,2,1,23.6,6.5,29
98224,18224,0,0,26.0,8.3,70
98225,18225,2,0,17.6,7.2,25
98226,18226,5,1,2.0,6.3,17
98227,18227,5,2,25.1,6.0,22
98228,18228,3,1,45.4,6.6,25
98229,18229,1,1,40.1,8.1,46
98230,18230,2,0,25.7,7.4,52
98231,18231,2,1,16.0,7.1,31
98232,18232,0,0,14.5,7.2,61
98233,18233,3,2,29.4,6.1,26
98234,18234,1,0,34.6,8.3,44
98235,18235,5,3,12.3,4.5,-2
98236,18236,7,3,33.6,5.2,9
98237,18237,1,0,43.1,7.5,65
98238,18238,3,0,39.6,8.7,58
98239,18239,1,0,24.7,6.7,29
98240,18240,1,0,2.0,8.9,91
98241,18241,4,1,16.9,5.5,26
98242,18242,3,0,2.0,8.1,63
98243,18243,2,0,19.6,6.9,31
98244,18244,4,1,3.1,7.0,38
98245,18245,3,1,23.0,7.3,25
98246,18246,2,1,2.0,6.1,28
98247,18247,2,1,26.0,7.0,11
98248,18248,2,0,22.3,6.8,25
98249,18249,5,2,46.2,5.7,27
98250,18250,2,1,16.6,6.9,27
98251,18251,3,0,2.0,7.3,38
98252,18252,6,2,29.2,6.5,13
98253,18253,2,2,21.7,5.9,9
98254,18254,4,1,34.6,7.2,41
98255,18255,4,0,4.8,5.7,8
98256,18256,3,0,28.6,7.2,48
98257,18257,4,2,21.9,4.3,7
98258,18258,2,1,24.1,7.2,42
98259,18259,0,0,32.4,7.1,65
98260,18260,4,1,62.6,6.8,32
98261,18261,1,0,32.3,8.4,57
98262,18262,4,0,35.7,6.6,16
98263,18263,5,0,20.5,7.4,32
98264,18264,4,1,46.7,6.9,17
98265,18265,4,1,2.0,5.7,17
98266,18266,1,1,4.8,8.7,80
98267,18267,3,1,2.0,7.6,28
98268,18268,2,1,26.0,6.1,9
98269,18269,3,1,49.0,8.0,67
98270,18270,5,1,30.3,7.9,43
98271,18271,1,0,29.1,8.6,77
98272,18272,3,0,38.8,7.6,51
98273,18273,4,2,15.7,5.1,-13
98274,18274,0,0,12.4,7.6,32
98275,18275,4,1,33.6,7.7,52
98276,18276,2,0,78.5,5.8,15
98277,18277,6,2,18.9,5.8,21
98278,18278,4,0,23.6,6.4,1
98279,18279,3,1,13.5,6.5,32
98280,18280,1,0,53.8,9.4,98
98281,18281,1,0,29.9,7.3,22
98282,18282,1,1,4.1,7.7,46
98283,18283,2,0,11.3,8.9,74
98284,18284,1,0,14.1,8.3,58
98285,18285,2,1,10.8,8.5,70
98286,18286,4,2,47.8,6.9,3
98287,18287,3,1,49.7,7.3,50
98288,18288,0,0,12.1,6.9,49
98289,18289,3,0,18.6,7.8,17
98290,18290,1,0,31.5,6.9,55
98291,18291,5,2,62.0,5.2,-8
98292,18292,4,1,23.4,6.2,17
98293,18293,5,0,20.9,7.1,35
98294,18294,2,1,49.2,7.0,56
98295,18295,3,3,10.9,4.7,-10
98296,18296,2,0,38.0,7.6,46
98297,18297,2,0,12.3,6.9,48
98298,18298,3,0,34.7,8.5,65
98299,18299,4,0,41.7,6.8,28
98300,18300,5,2,4.0,3.2,-30
98301,18301,3,0,29.9,7.0,38
98302,18302,6,2,18.9,5.6,7
98303,18303,4,1,45.5,6.2,35
98304,18304,2,0,4.1,5.9,26
98305,18305,5,0,2.7,5.6,5
98306,18306,4,1,31.1,4.5,-5
98307,18307,2,0,2.0,5.3,22
98308,18308,4,3,26.1,5.5,-17
98309,18309,3,0,18.8,5.9,22
98310,18310,2,1,6.9,4.9,-11
98311,18311,2,0,3.9,7.5,50
98312,18312,1,0,16.2,7.4,56
98313,18313,3,0,24.2,6.5,35
98314,18314,0,0,50.3,7.9,56
98315,18315,1,0,36.1,9.1,57
98316,18316,3,1,21.5,7.1,54
98317,18317,5,0,48.4,5.7,-4
98318,18318,0,0,46.1,9.4,66
98319,18319,1,0,13.0,9.0,60
98320,18320,2,0,28.9,7.7,53
98321,18321,0,0,34.4,7.7,52
98322,18322,3,0,12.9,7.7,33
98323,18323,1,0,45.9,8.5,51
98324,18324,1,0,25.4,9.7,100
98325,18325,1,0,23.2,7.7,61
98326,18326,3,1,54.1,5.0,12
98327,18327,2,0,17.3,7.4,39
98328,18328,1,0,31.4,7.6,28
98329,18329,3,2,14.5,5.5,11
98330,18330,2,1,7.0,8.1,59
98331,18331,2,0,18.7,6.2,25
98332,18332,5,2,56.9,4.9,-14
98333,18333,2,0,33.5,6.7,45
98334,18334,1,1,2.0,6.2,33
98335,18335,2,0,2.0,8.2,54
98336,18336,0,0,18.7,6.7,55
98337,18337,2,0,15.9,7.2,60
98338,18338,2,0,28.1,7.1,36
98339,18339,1,0,11.6,9.4,86
98340,18340,4,0,32.2,5.7,26
98341,18341,1,0,19.0,7.1,45
98342,18342,4,1,35.0,6.7,46
98343,18343,3,0,32.5,6.5,38
98344,18344,5,4,26.6,4.4,-32
98345,18345,2,0,11.0,8.6,58
98346,18346,5,3,39.1,3.4,-67
98347,18347,1,0,37.9,7.8,55
98348,18348,1,0,2.0,8.5,50
98349,18349,2,0,28.5,6.6,45
98350,18350,1,0,27.9,8.1,39
98351,18351,5,2,9.3,5.4,25
98352,18352,1,0,25.0,8.8,74
98353,18353,0,0,39.1,10.0,100
98354,18354,3,0,25.4,8.6,57
98355,18355,2,2,35.9,7.7,46
98356,18356,3,0,31.1,7.1,34
98357,18357,1,0,4.7,7.4,43
98358,18358,4,3,5.2,5.5,24
98359,18359,1,1,30.9,6.7,29
98360,18360,1,1,5.6,8.3,58
98361,18361,2,2,2.0,7.7,30
98362,18362,4,0,18.2,7.7,47
98363,18363,1,0,62.7,7.8,62
98364,18364,4,2,63.5,3.9,1
98365,18365,3,1,29.6,6.6,36
98366,18366,0,0,20.2,8.1,68
98367,18367,3,1,62.7,5.5,19
98368,18368,1,0,27.8,6.6,13
98369,18369,0,0,10.5,8.0,60
98370,18370,2,1,31.0,6.5,22
98371,18371,2,0,8.6,7.0,53
98372,18372,3,2,37.2,5.5,6
98373,18373,1,1,2.0,6.4,34
98374,18374,2,1,20.4,7.3,58
98375,18375,2,1,30.9,7.9,24
98376,18376,1,1,35.0,8.1,65
98377,18377,2,1,35.8,6.9,49
98378,18378,1,0,44.2,5.5,25
98379,18379,2,0,23.9,5.8,19
98380,18380,3,3,10.1,5.9,27
98381,18381,4,1,12.1,6.6,41
98382,18382,3,0,24.1,8.3,71
98383,18383,0,0,24.3,10.0,93
98384,18384,5,1,40.4,6.2,12
98385,18385,3,0,13.5,5.4,1
98386,18386,5,1,34.6,6.9,49
98387,18387,2,0,60.3,9.5,84
98388,18388,3,0,7.4,8.0,73
98389,18389,4,2,30.9,6.7,11
98390,18390,3,0,5.6,6.1,18
98391,18391,2,0,24.3,6.3,22
98392,18392,4,0,21.3,4.7,-16
98393,18393,1,0,2.0,7.4,43
98394,18394,1,0,7.1,7.9,42
98395,18395,0,0,30.5,7.9,61
98396,18396,4,1,47.7,7.3,66
98397,18397,2,0,19.4,7.8,41
98398,18398,2,0,39.9,6.8,47
98399,18399,4,2,2.0,5.2,11
98400,18400,3,1,22.9,6.5,49
98401,18401,1,0,42.9,8.8,61
98402,18402,4,0,46.1,6.1,10
98403,18403,2,2,11.1,6.4,29
98404,18404,0,0,13.9,7.8,61
98405,18405,3,1,14.9,6.1,23
98406,18406,0,0,7.8,7.7,47
98407,18407,2,1,23.9,6.2,19
98408,18408,5,2,18.8,4.3,-6
98409,18409,5,2,9.9,5.2,-1
98410,18410,3,0,26.1,7.3,43
98411,18411,3,1,33.6,7.3,51
98412,18412,1,0,10.5,7.6,50
98413,18413,2,0,35.6,8.5,90
98414,18414,1,0,34.4,7.9,53
98415,18415,5,1,17.1,4.2,-11
98416,18416,4,1,34.8,4.6,-9
98417,18417,2,1,40.6,7.4,45
98418,18418,4,1,26.7,5.8,19
98419,18419,3,0,25.1,8.7,63
98420,18420,3,0,19.7,7.3,28
98421,18421,3,1,2.0,6.2,13
98422,18422,2,0,7.2,7.9,47
98423,18423,5,1,22.7,4.6,-17
98424,18424,6,1,25.3,7.1,30
98425,18425,2,1,29.5,5.4,13
98426,18426,4,0,22.1,7.2,59
98427,18427,1,1,43.6,8.0,39
98428,18428,2,2,4.8,6.8,35
98429,18429,4,0,20.2,7.2,41
98430,18430,2,1,30.9,6.7,31
98431,18431,3,1,19.8,8.9,88
98432,18432,4,1,38.6,7.2,47
98433,18433,4,2,48.3,4.8,-10
98434,18434,1,0,19.4,7.5,40
98435,18435,5,1,33.5,4.6,-25
98436,18436,4,0,50.0,7.9,36
98437,18437,1,0,29.7,9.0,68
98438,18438,3,0,18.6,6.6,13
